"group","site","complier","wellbeing_zscore","econ_ss_zscore","treatment","prop_housing","complete_hs","crime_vic","AFDC"
"control","Baltimore",0,-0.119641715059188,0.524377611127449,0,0.621190918111274,1,0,0
"control","Baltimore",0,-0.119641715059188,0.524377611127449,0,0.695497552869744,0,0,1
"control","Baltimore",0,-0.119641715059188,0.524377611127449,0,0.696513346976656,0,1,0
"control","Baltimore",0,3.54087425152781,3.48674015171116,0,0.706661759430954,0,0,1
"control","Baltimore",0,-3.01932051043397,-2.88805426130273,0,0.700595090417511,0,0,1
"control","Baltimore",0,0.260776810406206,0.29934300534493,0,0.776445319112062,0,1,1
"control","Baltimore",0,0.260776810406206,0.29934300534493,0,0.795666401453373,0,0,1
"control","Baltimore",0,0.260776810406206,0.29934300534493,0,0.626300770935335,0,0,1
"control","Baltimore",0,0.260776810406206,0.29934300534493,0,0.651050046336435,0,1,0
"control","Baltimore",0,0.260776810406206,0.29934300534493,0,0.613017796404115,0,0,1
"control","Baltimore",0,0.260776810406206,0.29934300534493,0,0.727327143771035,0,1,0
"control","Baltimore",0,0.260776810406206,0.29934300534493,0,0.742478436672689,0,0,1
"control","Baltimore",0,0.260776810406206,0.29934300534493,0,0.677302617526332,0,0,1
"control","Baltimore",0,0.260776810406206,0.29934300534493,0,0.604595875639552,0,0,1
"control","Baltimore",0,0.260776810406206,0.29934300534493,0,0.612993617590684,1,0,0
"control","Baltimore",0,0.260776810406206,0.29934300534493,0,0.689123354427098,0,0,1
"control","Baltimore",0,0.260776810406206,0.29934300534493,0,0.797635996871512,1,1,1
"control","Baltimore",0,0.260776810406206,0.29934300534493,0,0.647334662567134,0,1,1
"control","Baltimore",0,0.260776810406206,0.29934300534493,0,0.622706253820012,0,0,1
"control","Baltimore",0,0.260776810406206,0.29934300534493,0,0.616820369215912,0,1,1
"control","Baltimore",0,0.260776810406206,0.29934300534493,0,0.770025146386271,0,0,1
"control","Baltimore",0,0.260776810406206,0.29934300534493,0,0.755285371364297,0,0,1
"control","Baltimore",0,0.260776810406206,0.29934300534493,0,0.657651605457716,0,0,1
"control","Baltimore",0,0.260776810406206,0.29934300534493,0,0.6884548449484,0,0,0
"control","Baltimore",0,0.260776810406206,0.29934300534493,0,0.757164392178984,0,0,0
"control","Baltimore",0,3.01467171106651,3.1474039274849,0,0.755893153517655,0,0,1
"control","Baltimore",0,-2.622789731995,-3.09957006627201,0,0.621228089161158,0,0,1
"control","Baltimore",0,0.195940899315872,0.0239169475226753,0,0.707926609612787,1,1,0
"control","Baltimore",0,0.195940899315872,0.0239169475226753,0,0.665708650674172,0,0,1
"control","Baltimore",0,0.195940899315872,0.0239169475226753,0,0.735569639178701,0,0,1
"control","Baltimore",0,0.195940899315872,0.0239169475226753,0,0.62419600895166,1,0,0
"control","Baltimore",0,0.195940899315872,0.0239169475226753,0,0.789372799991136,0,0,1
"control","Baltimore",0,0.195940899315872,0.0239169475226753,0,0.651176917265006,1,0,1
"control","Baltimore",0,0.195940899315872,0.0239169475226753,0,0.734887506901177,1,0,1
"control","Baltimore",0,0.195940899315872,0.0239169475226753,0,0.599167563834232,0,0,1
"control","Baltimore",0,0.195940899315872,0.0239169475226753,0,0.69816398905968,1,0,1
"control","Baltimore",0,0.195940899315872,0.0239169475226753,0,0.668812180338174,0,1,0
"control","Baltimore",0,0.195940899315872,0.0239169475226753,0,0.733996120912968,0,1,1
"control","Baltimore",0,0.195940899315872,0.0239169475226753,0,0.794056987250137,0,0,0
"control","Baltimore",0,0.195940899315872,0.0239169475226753,0,0.641374355304788,1,0,0
"control","Baltimore",0,0.195940899315872,0.0239169475226753,0,0.721882840864254,1,0,1
"control","Baltimore",0,0.195940899315872,0.0239169475226753,0,0.67645670027629,1,1,1
"control","Baltimore",0,0.195940899315872,0.0239169475226753,0,0.651240246483053,0,1,1
"control","Baltimore",0,0.195940899315872,0.0239169475226753,0,0.688129910610564,0,0,0
"control","Baltimore",0,0.195940899315872,0.0239169475226753,0,0.79203654395763,1,1,0
"control","Baltimore",0,0.195940899315872,0.0239169475226753,0,0.613299932926738,1,1,1
"control","Baltimore",0,0.195940899315872,0.0239169475226753,0,0.746255546616508,0,1,1
"control","Baltimore",0,2.80158590970706,3.02248528732832,0,0.638415626119991,1,1,0
"control","Baltimore",0,-2.51061733793307,-2.62656218992618,0,0.669794913212546,1,0,1
"control","Baltimore",0,0.145484376095858,0.197961518631452,0,0.658844230024398,0,1,1
"control","Baltimore",0,0.145484376095858,0.197961518631452,0,0.696823455985268,0,1,0
"control","Baltimore",0,0.145484376095858,0.197961518631452,0,0.730158826914369,0,0,1
"control","Baltimore",0,0.145484376095858,0.197961518631452,0,0.754312780156177,1,1,0
"control","Baltimore",0,0.145484376095858,0.197961518631452,0,0.632588284454646,0,0,1
"control","Baltimore",0,0.145484376095858,0.197961518631452,0,0.757796624632643,0,0,1
"control","Baltimore",0,0.145484376095858,0.197961518631452,0,0.795170190432686,1,0,0
"control","Baltimore",0,0.145484376095858,0.197961518631452,0,0.806081440260764,0,1,0
"control","Baltimore",0,0.145484376095858,0.197961518631452,0,0.738285086413926,0,1,1
"control","Baltimore",0,0.145484376095858,0.197961518631452,0,0.751043596324605,1,0,0
"control","Baltimore",0,0.145484376095858,0.197961518631452,0,0.795596463624934,0,0,1
"control","Baltimore",0,0.145484376095858,0.197961518631452,0,0.72861811126571,0,0,1
"control","Baltimore",0,0.145484376095858,0.197961518631452,0,0.631817684407756,0,0,0
"control","Baltimore",0,0.145484376095858,0.197961518631452,0,0.71720528050792,0,1,0
"control","Baltimore",0,0.145484376095858,0.197961518631452,0,0.727684343234258,0,1,1
"control","Baltimore",0,0.145484376095858,0.197961518631452,0,0.696706972896228,0,1,1
"control","Baltimore",0,3.43534125003362,3.00351448170773,0,0.631214923625193,1,0,1
"control","Baltimore",0,-2.63202130512673,-2.53753012836819,0,0.770227228349249,1,1,1
"control","Baltimore",0,0.401660062666593,0.232992116527669,0,0.61325130360188,0,1,1
"control","Baltimore",0,0.401660062666593,0.232992116527669,0,0.754909872551128,0,0,0
"control","Baltimore",0,0.401660062666593,0.232992116527669,0,0.614858378723946,0,0,1
"control","Baltimore",0,0.401660062666593,0.232992116527669,0,0.664107326981233,0,1,1
"control","Baltimore",0,0.401660062666593,0.232992116527669,0,0.738447824575642,1,1,1
"control","Baltimore",0,0.401660062666593,0.232992116527669,0,0.763383158346335,0,0,1
"control","Baltimore",0,0.401660062666593,0.232992116527669,0,0.716045070251267,0,0,1
"control","Baltimore",0,0.401660062666593,0.232992116527669,0,0.725519490959236,1,0,1
"control","Baltimore",0,0.401660062666593,0.232992116527669,0,0.731432610294145,1,1,1
"control","Baltimore",0,0.401660062666593,0.232992116527669,0,0.708219648451864,0,1,1
"control","Baltimore",0,0.401660062666593,0.232992116527669,0,0.807552314682339,0,1,1
"control","Baltimore",0,0.401660062666593,0.232992116527669,0,0.690267298959324,1,1,1
"control","Baltimore",0,0.401660062666593,0.232992116527669,0,0.753266851655391,0,0,1
"control","Baltimore",0,0.401660062666593,0.232992116527669,0,0.801043649356284,0,0,1
"control","Baltimore",0,0.401660062666593,0.232992116527669,0,0.65118547402762,0,0,1
"control","Baltimore",0,3.64915740534792,3.18856516115218,0,0.613854608027391,1,0,0
"control","Baltimore",0,-3.2882526268445,-2.63228135167665,0,0.732078113561458,0,0,1
"control","Baltimore",0,0.180452404289271,0.278141874662648,0,0.757433347059421,0,0,1
"control","Baltimore",0,0.180452404289271,0.278141874662648,0,0.773839855955068,0,0,1
"control","Baltimore",0,0.180452404289271,0.278141874662648,0,0.683535454692747,0,1,1
"control","Baltimore",0,0.180452404289271,0.278141874662648,0,0.67587471129267,0,0,0
"control","Baltimore",0,0.180452404289271,0.278141874662648,0,0.662799513452387,0,0,0
"control","Baltimore",0,0.180452404289271,0.278141874662648,0,0.620983801138824,0,1,1
"control","Baltimore",0,0.180452404289271,0.278141874662648,0,0.649718101139962,0,0,1
"control","Baltimore",0,0.180452404289271,0.278141874662648,0,0.691345831210458,0,0,1
"control","Baltimore",0,0.180452404289271,0.278141874662648,0,0.753146755308363,1,0,0
"control","Baltimore",0,0.180452404289271,0.278141874662648,0,0.679687831208687,0,1,1
"control","Baltimore",0,0.180452404289271,0.278141874662648,0,0.683451457902624,0,0,0
"control","Baltimore",0,0.180452404289271,0.278141874662648,0,0.697573034765246,1,0,1
"control","Baltimore",0,0.180452404289271,0.278141874662648,0,0.612755073064283,0,0,1
"control","Baltimore",0,0.180452404289271,0.278141874662648,0,0.771306418984101,0,1,1
"control","Baltimore",0,0.180452404289271,0.278141874662648,0,0.659731059685221,0,1,1
"control","Baltimore",0,0.180452404289271,0.278141874662648,0,0.681964468359574,1,0,1
"control","Baltimore",0,0.180452404289271,0.278141874662648,0,0.792614372509192,0,1,1
"control","Baltimore",0,0.180452404289271,0.278141874662648,0,0.610796748038258,1,0,1
"control","Baltimore",0,0.180452404289271,0.278141874662648,0,0.781113098673082,1,0,1
"control","Baltimore",0,0.180452404289271,0.278141874662648,0,0.6000553673958,1,1,0
"control","Baltimore",0,0.180452404289271,0.278141874662648,0,0.75839645021974,0,1,1
"control","Baltimore",0,0.180452404289271,0.278141874662648,0,0.676260592045479,0,0,1
"control","Baltimore",0,0.180452404289271,0.278141874662648,0,0.750679528852383,1,1,0
"control","Baltimore",0,3.62356100066694,3.3876364269241,0,0.731374428921916,0,1,1
"control","Baltimore",0,-3.95393279121225,-3.23010752873685,0,0.656900104349083,1,1,1
"control","Baltimore",0,-0.165185996628621,0.0787644186868368,0,0.631181118201673,1,1,1
"control","Baltimore",0,-0.165185996628621,0.0787644186868368,0,0.73613849063498,1,1,1
"control","Baltimore",0,-0.165185996628621,0.0787644186868368,0,0.635417908462318,0,0,1
"control","Baltimore",0,-0.165185996628621,0.0787644186868368,0,0.616936536899429,1,1,1
"control","Baltimore",0,-0.165185996628621,0.0787644186868368,0,0.638761056026514,0,0,1
"control","Baltimore",0,-0.165185996628621,0.0787644186868368,0,0.691168423781468,0,0,0
"control","Baltimore",0,-0.165185996628621,0.0787644186868368,0,0.647723457588165,1,1,0
"control","Baltimore",0,-0.165185996628621,0.0787644186868368,0,0.662773700425394,1,0,1
"control","Baltimore",0,-0.165185996628621,0.0787644186868368,0,0.783070064110399,0,1,1
"control","Baltimore",0,-0.165185996628621,0.0787644186868368,0,0.76245310820819,1,0,1
"control","Baltimore",0,-0.165185996628621,0.0787644186868368,0,0.65825174407635,1,0,1
"control","Baltimore",0,-0.165185996628621,0.0787644186868368,0,0.602527411674311,0,0,0
"control","Baltimore",0,-0.165185996628621,0.0787644186868368,0,0.720716986520571,1,0,1
"control","Baltimore",0,-0.165185996628621,0.0787644186868368,0,0.731686014327288,0,0,1
"control","Boston",0,2.61059504524974,1.88341255578962,0,0.73035998569476,1,0,1
"control","Boston",0,-2.31355118557136,-2.18461774396377,0,0.67114696597645,1,1,0
"control","Boston",0,0.148521844306664,-0.150602636853339,0,0.641948361486205,1,0,1
"control","Boston",0,0.148521844306664,-0.150602636853339,0,0.694375307913527,0,1,1
"control","Boston",0,0.148521844306664,-0.150602636853339,0,0.794478801394429,1,0,1
"control","Boston",0,0.148521844306664,-0.150602636853339,0,0.714378829729046,1,1,1
"control","Boston",0,0.148521844306664,-0.150602636853339,0,0.733100298763792,1,0,0
"control","Boston",0,0.148521844306664,-0.150602636853339,0,0.690579824210842,0,1,1
"control","Boston",0,0.148521844306664,-0.150602636853339,0,0.705488890162997,1,1,0
"control","Boston",0,0.148521844306664,-0.150602636853339,0,0.779274116570086,0,0,1
"control","Boston",0,0.148521844306664,-0.150602636853339,0,0.768501713836965,0,1,1
"control","Boston",0,0.148521844306664,-0.150602636853339,0,0.641695079768769,0,0,1
"control","Boston",0,0.148521844306664,-0.150602636853339,0,0.706178065169197,0,0,0
"control","Boston",0,0.148521844306664,-0.150602636853339,0,0.746087028374257,0,1,1
"control","Boston",0,0.148521844306664,-0.150602636853339,0,0.678588557543052,1,1,1
"control","Boston",0,0.148521844306664,-0.150602636853339,0,0.749218202149858,1,0,0
"control","Boston",0,0.148521844306664,-0.150602636853339,0,0.719471767847177,0,0,1
"control","Boston",0,0.148521844306664,-0.150602636853339,0,0.640707098441316,1,1,1
"control","Boston",0,0.148521844306664,-0.150602636853339,0,0.799986406254646,1,0,0
"control","Boston",0,0.148521844306664,-0.150602636853339,0,0.720510154580292,1,0,0
"control","Boston",0,2.53001040402336,2.63964514160027,0,0.715557003223353,1,0,0
"control","Boston",0,-2.43569060750707,-2.9145776456354,0,0.74196455373492,0,0,1
"control","Boston",0,0.047159898258144,-0.137466166485041,0,0.683814426568461,0,0,1
"control","Boston",0,0.047159898258144,-0.137466166485041,0,0.793424232931903,0,1,0
"control","Boston",0,0.047159898258144,-0.137466166485041,0,0.705768260960224,0,0,1
"control","Boston",0,0.047159898258144,-0.137466166485041,0,0.777545864289963,0,0,1
"control","Boston",0,0.047159898258144,-0.137466166485041,0,0.78914028845307,0,1,1
"control","Boston",0,0.047159898258144,-0.137466166485041,0,0.688538755439389,0,0,1
"control","Boston",0,0.047159898258144,-0.137466166485041,0,0.673949189091925,0,1,1
"control","Boston",0,0.047159898258144,-0.137466166485041,0,0.704068286514818,0,1,1
"control","Boston",0,0.047159898258144,-0.137466166485041,0,0.736278388082329,0,0,0
"control","Boston",0,0.047159898258144,-0.137466166485041,0,0.633679539279928,0,0,1
"control","Boston",0,0.047159898258144,-0.137466166485041,0,0.623583130467531,0,0,1
"control","Boston",0,0.047159898258144,-0.137466166485041,0,0.706746513125352,0,1,1
"control","Boston",0,0.047159898258144,-0.137466166485041,0,0.614670954068729,1,1,1
"control","Boston",0,0.047159898258144,-0.137466166485041,0,0.716902406589713,1,0,1
"control","Boston",0,0.047159898258144,-0.137466166485041,0,0.743762966957582,1,0,0
"control","Boston",0,0.047159898258144,-0.137466166485041,0,0.702372001532285,0,0,1
"control","Boston",0,0.047159898258144,-0.137466166485041,0,0.756433812287438,1,0,0
"control","Boston",0,2.91410858525822,2.59232033663038,0,0.627266018152893,0,0,1
"control","Boston",0,-2.81978878874193,-2.37848012415019,0,0.630494184048718,0,1,1
"control","Boston",0,0.047159898258144,0.10692014900636,0,0.799578371229702,0,1,1
"control","Boston",0,0.047159898258144,0.10692014900636,0,0.628330432021051,0,0,1
"control","Boston",0,0.047159898258144,0.10692014900636,0,0.600534495324855,0,1,1
"control","Boston",0,0.047159898258144,0.10692014900636,0,0.75303138666504,0,1,1
"control","Boston",0,0.047159898258144,0.10692014900636,0,0.744633153666904,0,0,0
"control","Boston",0,0.047159898258144,0.10692014900636,0,0.708334280357896,0,0,0
"control","Boston",0,0.047159898258144,0.10692014900636,0,0.772846322263499,0,1,1
"control","Boston",0,0.047159898258144,0.10692014900636,0,0.614217484390122,0,1,1
"control","Boston",0,0.047159898258144,0.10692014900636,0,0.664947258188483,1,0,0
"control","Boston",0,0.047159898258144,0.10692014900636,0,0.703816136807426,0,0,1
"control","Boston",0,0.047159898258144,0.10692014900636,0,0.71530652569222,1,1,0
"control","Boston",0,0.047159898258144,0.10692014900636,0,0.713934676815976,1,0,0
"control","Boston",0,0.047159898258144,0.10692014900636,0,0.657176661827169,1,0,1
"control","Boston",0,0.047159898258144,0.10692014900636,0,0.641931426450535,0,1,1
"control","Boston",0,0.047159898258144,0.10692014900636,0,0.637386278470098,1,1,1
"control","Boston",0,0.047159898258144,0.10692014900636,0,0.652963411307674,1,1,1
"control","Boston",0,0.047159898258144,0.10692014900636,0,0.65688799968489,0,1,1
"control","Boston",0,0.047159898258144,0.10692014900636,0,0.660319562035923,0,1,0
"control","Boston",0,0.047159898258144,0.10692014900636,0,0.777105125116992,0,0,1
"control","Boston",0,0.047159898258144,0.10692014900636,0,0.777858323303307,1,1,1
"control","Boston",0,0.047159898258144,0.10692014900636,0,0.766911964859791,0,0,1
"control","Boston",0,1.74295086914962,1.66545668918299,0,0.665303997279909,0,0,1
"control","Boston",0,-2.21175293810343,-2.03775480301515,0,0.712354477031059,0,1,1
"control","Boston",0,-0.234401055860035,-0.186149078299211,0,0.763445843287218,0,0,0
"control","Boston",0,-0.234401055860035,-0.186149078299211,0,0.690266023662035,1,0,0
"control","Boston",0,-0.234401055860035,-0.186149078299211,0,0.656751579810234,0,1,1
"control","Boston",0,-0.234401055860035,-0.186149078299211,0,0.627871014241814,0,0,1
"control","Boston",0,-0.234401055860035,-0.186149078299211,0,0.716808063320394,0,0,1
"control","Boston",0,-0.234401055860035,-0.186149078299211,0,0.807657708431341,0,0,1
"control","Boston",0,-0.234401055860035,-0.186149078299211,0,0.703172069504139,1,1,1
"control","Boston",0,-0.234401055860035,-0.186149078299211,0,0.710725200574152,0,1,1
"control","Boston",0,-0.234401055860035,-0.186149078299211,0,0.646822647740678,0,0,1
"control","Boston",0,-0.234401055860035,-0.186149078299211,0,0.685728235205293,0,0,1
"control","Boston",0,-0.234401055860035,-0.186149078299211,0,0.684489184766273,0,1,1
"control","Boston",0,-0.234401055860035,-0.186149078299211,0,0.689994249515734,0,1,1
"control","Boston",0,-0.234401055860035,-0.186149078299211,0,0.697891034298896,0,0,1
"control","Boston",0,-0.234401055860035,-0.186149078299211,0,0.620983403857104,0,1,1
"control","Boston",0,-0.234401055860035,-0.186149078299211,0,0.676687198268175,1,1,0
"control","Boston",0,-0.234401055860035,-0.186149078299211,0,0.704724616588702,0,0,1
"control","Boston",0,2.41400195361146,2.60859922926848,0,0.751445331146839,1,0,0
"control","Boston",0,-1.95109307575686,-2.20144592648923,0,0.64145778668321,0,1,1
"control","Boston",0,0.231454353394774,0.203576672772757,0,0.686553404381849,0,1,1
"control","Boston",0,0.231454353394774,0.203576672772757,0,0.646960437238706,0,1,0
"control","Boston",0,0.231454353394774,0.203576672772757,0,0.714852992062463,0,1,1
"control","Boston",0,0.231454353394774,0.203576672772757,0,0.701514776372918,1,0,0
"control","Boston",0,0.231454353394774,0.203576672772757,0,0.703322611454977,0,0,1
"control","Boston",0,0.231454353394774,0.203576672772757,0,0.668545449523166,1,1,1
"control","Boston",0,0.231454353394774,0.203576672772757,0,0.668359436843389,0,0,1
"control","Boston",0,0.231454353394774,0.203576672772757,0,0.717412925290733,0,1,1
"control","Boston",0,0.231454353394774,0.203576672772757,0,0.616319029262849,1,0,1
"control","Boston",0,0.231454353394774,0.203576672772757,0,0.742732640642162,1,1,0
"control","Boston",0,0.231454353394774,0.203576672772757,0,0.785956951659518,0,0,1
"control","Boston",0,0.231454353394774,0.203576672772757,0,0.691644740409787,0,1,1
"control","Boston",0,0.231454353394774,0.203576672772757,0,0.777955971296115,0,1,0
"control","Boston",0,0.231454353394774,0.203576672772757,0,0.753070872088945,0,1,1
"control","Boston",0,0.231454353394774,0.203576672772757,0,0.635951211130475,1,1,1
"control","Boston",0,0.231454353394774,0.203576672772757,0,0.658963087557118,0,0,1
"control","Boston",0,0.231454353394774,0.203576672772757,0,0.759208775974182,0,0,1
"control","Boston",0,0.231454353394774,0.203576672772757,0,0.782520051967893,1,0,0
"control","Boston",0,0.231454353394774,0.203576672772757,0,0.603405487864361,0,1,1
"control","Boston",0,0.231454353394774,0.203576672772757,0,0.703130636997105,1,0,0
"control","Boston",0,2.50050202439402,2.26767667012655,0,0.794846169545144,0,0,1
"control","Boston",0,-1.65930467665757,-1.72021170475938,0,0.626905588625312,1,1,0
"control","Boston",0,0.420598631101964,0.273732461300453,0,0.608212878366854,1,1,0
"control","Boston",0,0.420598631101964,0.273732461300453,0,0.697735599210938,1,0,0
"control","Boston",0,0.420598631101964,0.273732461300453,0,0.790954789951267,0,0,1
"control","Boston",0,0.420598631101964,0.273732461300453,0,0.722623644675772,0,1,1
"control","Boston",0,0.420598631101964,0.273732461300453,0,0.632852307294037,0,0,1
"control","Boston",0,0.420598631101964,0.273732461300453,0,0.68733804324012,0,1,0
"control","Boston",0,0.420598631101964,0.273732461300453,0,0.618422635569466,0,0,1
"control","Boston",0,0.420598631101964,0.273732461300453,0,0.683866166791934,0,1,1
"control","Boston",0,0.420598631101964,0.273732461300453,0,0.700003282080613,0,0,1
"control","Boston",0,0.420598631101964,0.273732461300453,0,0.680954088372485,0,0,1
"control","Boston",0,0.420598631101964,0.273732461300453,0,0.622318230979726,1,1,1
"control","Boston",0,0.420598631101964,0.273732461300453,0,0.763961839943161,0,1,0
"control","Boston",0,0.420598631101964,0.273732461300453,0,0.63315118197633,0,0,1
"control","Boston",0,0.420598631101964,0.273732461300453,0,0.644171290650533,0,1,0
"control","Boston",0,0.420598631101964,0.273732461300453,0,0.793678296446479,0,0,1
"control","Boston",0,0.420598631101964,0.273732461300453,0,0.634619183192633,0,0,1
"control","Boston",0,0.420598631101964,0.273732461300453,0,0.745331572615121,0,1,1
"control","Boston",0,2.74651113146689,3.55340448560429,0,0.69194732054821,1,0,1
"control","Boston",0,-3.28114401214748,-2.88447658984666,0,0.606924323623846,0,1,1
"control","Boston",0,-0.267316410466261,0.334463888130749,0,0.667051119585661,0,0,1
"control","Boston",0,-0.267316410466261,0.334463888130749,0,0.696995155169328,1,0,1
"control","Boston",0,-0.267316410466261,0.334463888130749,0,0.74883297627648,0,1,0
"control","Boston",0,-0.267316410466261,0.334463888130749,0,0.666560633703337,0,1,1
"control","Boston",0,-0.267316410466261,0.334463888130749,0,0.678234734227679,0,1,1
"control","Boston",0,-0.267316410466261,0.334463888130749,0,0.700349660363567,0,0,1
"control","Boston",0,-0.267316410466261,0.334463888130749,0,0.668426358293639,1,0,1
"control","Boston",0,-0.267316410466261,0.334463888130749,0,0.627970335345525,1,0,1
"control","Boston",0,-0.267316410466261,0.334463888130749,0,0.760144674226858,1,0,0
"control","Boston",0,-0.267316410466261,0.334463888130749,0,0.69983883959999,0,1,1
"control","Boston",0,-0.267316410466261,0.334463888130749,0,0.614068824267844,1,0,1
"control","Boston",0,-0.267316410466261,0.334463888130749,0,0.667199981801022,0,1,0
"control","Boston",0,-0.267316410466261,0.334463888130749,0,0.619446167976003,0,0,1
"control","Boston",0,-0.267316410466261,0.334463888130749,0,0.648324164265233,1,1,0
"control","Boston",0,-0.267316410466261,0.334463888130749,0,0.805875055990398,1,1,0
"control","Boston",0,2.30348781225439,2.58256291133523,0,0.617114577132107,1,1,1
"control","Boston",0,-2.50491766827957,-3.3978539759018,0,0.62887717524862,0,0,1
"control","Boston",0,-0.100715032571712,-0.407645651779418,0,0.664346542724457,1,1,0
"control","Boston",0,-0.100715032571712,-0.407645651779418,0,0.760994857257465,1,0,0
"control","Boston",0,-0.100715032571712,-0.407645651779418,0,0.679279647301408,0,1,1
"control","Boston",0,-0.100715032571712,-0.407645651779418,0,0.611316330228525,0,0,1
"control","Boston",0,-0.100715032571712,-0.407645651779418,0,0.70983563586613,1,1,1
"control","Boston",0,-0.100715032571712,-0.407645651779418,0,0.623994037828757,0,1,1
"control","Boston",0,-0.100715032571712,-0.407645651779418,0,0.771565913927887,0,0,1
"control","Boston",0,-0.100715032571712,-0.407645651779418,0,0.639863169793025,0,0,1
"control","Boston",0,-0.100715032571712,-0.407645651779418,0,0.767363831797391,1,1,1
"control","Boston",0,-0.100715032571712,-0.407645651779418,0,0.759099447671151,0,1,1
"control","Boston",0,-0.100715032571712,-0.407645651779418,0,0.617494922635334,0,1,1
"control","Boston",0,-0.100715032571712,-0.407645651779418,0,0.777626854289469,0,1,0
"control","Boston",0,-0.100715032571712,-0.407645651779418,0,0.7150544171275,0,0,1
"control","Boston",0,-0.100715032571712,-0.407645651779418,0,0.736521313458417,1,0,1
"control","Boston",0,-0.100715032571712,-0.407645651779418,0,0.672858586626858,0,1,1
"control","Boston",0,3.35437267802939,2.65383064563107,0,0.777721678041777,0,0,1
"control","Boston",0,-2.90790834809462,-2.79333473625351,0,0.701587087533956,0,1,1
"control","Boston",0,0.223232075345283,-0.0697521424018293,0,0.708772346568877,0,1,0
"control","Boston",0,0.223232075345283,-0.0697521424018293,0,0.649662123084511,1,0,0
"control","Boston",0,0.223232075345283,-0.0697521424018293,0,0.676355714113423,0,0,0
"control","Boston",0,0.223232075345283,-0.0697521424018293,0,0.72103237374112,0,1,0
"control","Boston",0,0.223232075345283,-0.0697521424018293,0,0.61850933578952,0,0,1
"control","Boston",0,0.223232075345283,-0.0697521424018293,0,0.708369882304065,0,0,1
"control","Boston",0,0.223232075345283,-0.0697521424018293,0,0.741605990670235,0,1,1
"control","Boston",0,0.223232075345283,-0.0697521424018293,0,0.708031168861594,1,1,0
